dataset,method,variant,seed,fit_time_sec,n_iter,converged,rmse,fit_error
exponential_additive,gradient_descent,zzu,3,0.12192108399999979,5000.0,False,17.0116683012593,
exponential_additive,gradient_descent,pure,4,0.12100779099999981,5000.0,False,5.677504794367862,
exponential_additive,gradient_descent,zzu,4,0.12384800000000062,5000.0,False,19.510804462022246,
exponential_additive,gradient_descent,pure,5,0.12109454099999972,5000.0,False,4.790077021829142,
exponential_additive,gradient_descent,zzu,5,0.12185687499999975,5000.0,False,12.449835114381221,
exponential_additive,gradient_descent,pure,6,0.12150637500000006,5000.0,False,5.276239143754245,
exponential_additive,gradient_descent,zzu,6,0.12335916600000019,5000.0,False,18.610246325159935,
exponential_additive,gradient_descent,pure,7,0.12185133399999959,5000.0,False,5.826691572756382,
exponential_additive,gradient_descent,zzu,7,0.12117399999999989,5000.0,False,18.438472685576876,
exponential_additive,gradient_descent,pure,8,0.12245304200000007,5000.0,False,5.203400461017996,
exponential_additive,gradient_descent,zzu,8,0.11985287499999941,5000.0,False,15.691003835298355,
exponential_additive,gradient_descent,pure,9,0.11989437499999944,5000.0,False,5.902997827796628,
exponential_additive,gradient_descent,zzu,9,0.1198745420000007,5000.0,False,19.44825307417393,
exponential_additive,gauss_newton,pure,0,0.0008642500000002329,24.0,True,4.27229307374113,
exponential_additive,gauss_newton,zzu,0,0.0012894999999994994,25.0,True,4.179326747231779,
exponential_additive,gauss_newton,pure,1,0.0007293330000006648,21.0,True,4.680148391476531,
exponential_additive,gauss_newton,zzu,1,0.0015044999999993536,30.0,True,4.753218427379794,
exponential_additive,gauss_newton,pure,2,0.0009005840000000376,25.0,True,4.726527676850367,
exponential_additive,gauss_newton,zzu,2,0.0013941249999991356,28.0,True,4.733273508230528,
exponential_additive,gauss_newton,pure,3,0.0007330000000003167,21.0,True,5.0027954784361865,
exponential_additive,gauss_newton,zzu,3,0.0013041669999998007,26.0,True,4.99008255688861,
exponential_additive,gauss_newton,pure,4,0.0008484580000001074,25.0,True,5.69698034508069,
exponential_additive,gauss_newton,zzu,4,0.0012739169999997912,26.0,True,5.674534748858212,
exponential_additive,gauss_newton,pure,5,0.0007282079999999524,21.0,True,4.797266525671177,
exponential_additive,gauss_newton,zzu,5,0.001029625000000145,19.0,True,4.699990152013208,
exponential_additive,gauss_newton,pure,6,0.0009789580000001408,29.0,True,5.282986983683786,
exponential_additive,gauss_newton,zzu,6,0.0012778329999996174,26.0,True,5.288357034199071,
exponential_additive,gauss_newton,pure,7,0.0008907919999998626,26.0,True,5.820281901191476,
exponential_additive,gauss_newton,zzu,7,0.0017630419999994373,41.0,True,5.836011461787961,
exponential_additive,gauss_newton,pure,8,0.0007424590000004727,21.0,True,5.201245025660787,
exponential_additive,gauss_newton,zzu,8,0.0012695830000000186,27.0,True,5.113500213217895,
exponential_additive,gauss_newton,pure,9,0.0007291660000001698,21.0,True,5.939884248154507,
exponential_additive,gauss_newton,zzu,9,0.00105370900000068,19.0,True,5.955605762826756,
exponential_additive,bfgs,pure,0,0.0013325420000001031,18.0,True,4.27229307237121,
exponential_additive,bfgs,zzu,0,0.0012473750000001615,11.0,True,21.367811742725713,
exponential_additive,bfgs,pure,1,0.0014887089999993108,20.0,True,4.680148391123319,
exponential_additive,bfgs,zzu,1,0.002850750000000346,34.0,True,4.753218429915322,
exponential_additive,bfgs,pure,2,0.001431500000000696,19.0,True,4.726527676454516,
exponential_additive,bfgs,zzu,2,0.0013102920000003238,12.0,True,19.090014291214345,
exponential_additive,bfgs,pure,3,0.0015415000000000845,21.0,True,5.002795478345294,
exponential_additive,bfgs,zzu,3,0.0012832080000002577,12.0,True,17.108188668667967,
exponential_additive,bfgs,pure,4,0.0012938330000000775,17.0,True,5.69698034478411,
exponential_additive,bfgs,zzu,4,0.0041457920000000925,47.0,True,5.674534749871389,
exponential_additive,bfgs,pure,5,0.0015708750000005267,21.0,True,4.797266525727574,
exponential_additive,bfgs,zzu,5,0.002578500000000261,30.0,True,4.699990151906247,
exponential_additive,bfgs,pure,6,0.0015285000000000437,21.0,True,5.282986983703627,
exponential_additive,bfgs,zzu,6,0.003289333999999755,40.0,True,5.288357034200928,
exponential_additive,bfgs,pure,7,0.001637375000000496,22.0,True,5.820281901149227,
exponential_additive,bfgs,zzu,7,0.0008551660000000183,5.0,True,18.489331055495498,
exponential_additive,bfgs,pure,8,0.0015432920000000294,21.0,True,5.20124502600403,
exponential_additive,bfgs,zzu,8,0.0030138749999997216,35.0,True,5.113500213534116,
exponential_additive,bfgs,pure,9,0.0013177500000001174,18.0,True,5.9398842476122855,
exponential_additive,bfgs,zzu,9,0.002726833000000539,33.0,True,5.955605768141574,
michaelis_menten,gradient_descent,pure,0,0.11711370799999976,5000.0,False,2.238793106979243,
michaelis_menten,gradient_descent,zzu,0,0.11535733399999959,5000.0,False,0.8981343437793643,
michaelis_menten,gradient_descent,pure,1,0.11558025000000072,5000.0,False,2.7140001612270135,
michaelis_menten,gradient_descent,zzu,1,0.1170227499999994,5000.0,False,0.6515632688629913,
michaelis_menten,gradient_descent,pure,2,0.11915883300000019,5000.0,False,2.232080785654068,
michaelis_menten,gradient_descent,zzu,2,0.11690458300000017,5000.0,False,0.7146571875535284,
michaelis_menten,gradient_descent,pure,3,0.11891720900000013,5000.0,False,2.7370038014755576,
michaelis_menten,gradient_descent,zzu,3,0.116855084,5000.0,False,0.8324328783059124,
michaelis_menten,gradient_descent,pure,4,0.11717949999999977,5000.0,False,2.1479566172260602,
michaelis_menten,gradient_descent,zzu,4,0.11822949999999999,5000.0,False,0.6141478800582322,
michaelis_menten,gradient_descent,pure,5,0.11788658399999985,5000.0,False,2.7156591762651154,
michaelis_menten,gradient_descent,zzu,5,0.11760945900000053,5000.0,False,0.7874732394265209,
michaelis_menten,gradient_descent,pure,6,0.11639462500000075,5000.0,False,2.3288535838421893,
michaelis_menten,gradient_descent,zzu,6,0.11701812500000042,5000.0,False,0.8246469745406038,
michaelis_menten,gradient_descent,pure,7,0.11918495800000084,5000.0,False,2.331725930660579,
michaelis_menten,gradient_descent,zzu,7,0.12112283399999946,5000.0,False,0.8507513668632536,
michaelis_menten,gradient_descent,pure,8,0.1166621249999995,5000.0,False,2.4860889265749573,
michaelis_menten,gradient_descent,zzu,8,0.11642804099999982,5000.0,False,0.6782765082438872,
michaelis_menten,gradient_descent,pure,9,0.11945358400000039,5000.0,False,2.5281764905101554,
michaelis_menten,gradient_descent,zzu,9,0.11752962500000042,5000.0,False,0.6820882530251209,
michaelis_menten,gauss_newton,pure,0,0.0004654170000000235,12.0,True,0.32742112021219427,
michaelis_menten,gauss_newton,zzu,0,0.0010145829999999023,12.0,True,0.32808809108603393,
michaelis_menten,gauss_newton,pure,1,0.00042404099999959755,12.0,True,0.2505293750731237,
michaelis_menten,gauss_newton,zzu,1,0.0009046249999995482,12.0,True,0.25055253645542463,
michaelis_menten,gauss_newton,pure,2,0.00042116699999983354,12.0,True,0.30067357629767727,
michaelis_menten,gauss_newton,zzu,2,0.0008644589999997621,12.0,True,0.30032148459812125,
michaelis_menten,gauss_newton,pure,3,0.000430791000000319,12.0,True,0.28113488111124574,
michaelis_menten,gauss_newton,zzu,3,0.0009083340000000106,12.0,True,0.2810235034607756,
michaelis_menten,gauss_newton,pure,4,0.00044216700000010434,12.0,True,0.27301764401824696,
michaelis_menten,gauss_newton,zzu,4,0.000847750000000147,12.0,True,0.27295278825001473,
michaelis_menten,gauss_newton,pure,5,0.0004487090000004912,13.0,True,0.3360830408989627,
michaelis_menten,gauss_newton,zzu,5,0.0008902090000004748,13.0,True,0.3367920284149622,
michaelis_menten,gauss_newton,pure,6,0.00039108299999934815,11.0,True,0.40212310460342676,
michaelis_menten,gauss_newton,zzu,6,0.0008437079999996655,11.0,True,0.40204993847225823,
michaelis_menten,gauss_newton,pure,7,0.00041612500000010044,12.0,True,0.24740474307710744,
michaelis_menten,gauss_newton,zzu,7,0.0009348749999995576,12.0,True,0.2474410618481001,
michaelis_menten,gauss_newton,pure,8,0.00042649999999966326,12.0,True,0.21178670387800175,
