method,family,rmse_mean,rmse_std,r2_mean,r2_std,fit_ms_mean,converged_rate
random_forest,Tree ensemble,43.18454265088527,1.9192000482248446,0.9440548910768289,0.004806842455385754,787.5305583933368,1.0
bfgs_cold,Nonlinear cold,90.53157252464888,1.8078957165717875,0.7544306959560503,0.007757166957995729,1128.0853749718517,1.0
zzu_bfgs,ZZU hybrid,90.53390704024582,1.8062468347312803,0.7544181260210732,0.007747857406806975,1213.1451083812863,1.0
boxcox_smear,Linearized OLS,92.2501380011092,1.577087330891802,0.7450388827534757,0.006138394272801348,2183.1048083724454,1.0
identity_ols,Linearized OLS,97.75804920549662,1.5430319545619944,0.713683698532301,0.006383571471655148,13.250675005838275,1.0
log_smear,Linearized OLS,111.82457165725143,3.3968601182924094,0.6250731900276097,0.02328966744342551,17.89224159438163,1.0
