dataset,method,family,seed,converged,n_iter,error,n_valid,rmse,mae,mse,r2,zzu_best_transform
exponential_additive,GN,nonlinear,0,True,24.0,,24,4.272293072436064,3.5062590916626957,18.25248809678518,0.9546072404482346,
exponential_additive,BFGS,nonlinear,0,True,18.0,,24,4.272293072370992,3.5062590915151652,18.252488096229175,0.9546072404496174,
exponential_additive,ZZU,zzu_hybrid,0,True,11.0,,24,21.367811742725713,17.741599463279826,456.5833786725668,-0.13549338662857946,log_smear
exponential_additive,identity,linearized_ols,1,,,,24,9.127334380749462,7.811455823454057,83.30823289801117,0.6077533577009101,
exponential_additive,log_no_smear,linearized_ols,1,,,,24,19.40354532007252,8.395658070179076,376.49757098810824,-0.7726928409902005,
exponential_additive,log_smear,linearized_ols,1,,,,24,378.0172111414133,153.14887344857843,142897.01191913188,-671.813132268355,
exponential_additive,reciprocal_no_smear,linearized_ols,1,,,,24,19.842322466751956,13.465883142353732,393.7177608745695,-0.8537720024097728,
exponential_additive,reciprocal_smear,linearized_ols,1,,,,24,19.842314503538383,13.465882769298943,393.7174448573296,-0.853770514481186,
exponential_additive,power_0.5_smear,linearized_ols,1,,,,24,6.464535419416994,5.409341476326951,41.79021818889685,0.8032358604267973,
exponential_additive,power_2_smear,linearized_ols,1,,,,24,16.316794610682795,15.131498370481301,266.23778636720715,-0.25354810830674235,
exponential_additive,boxcox_no_smear,linearized_ols,1,,,,24,5.887310185366463,4.7691752463223684,34.6604212187197,0.8368056388813464,
exponential_additive,boxcox_smear,linearized_ols,1,,,,24,6.165776732778539,5.135855980487794,38.016802718473194,0.8210025264186822,
exponential_additive,yeojohnson_no_smear,linearized_ols,1,,,,24,6.378726175722584,5.258545866416297,40.68814762484846,0.808424825109962,
exponential_additive,yeojohnson_smear,linearized_ols,1,,,,24,6.595668528056692,5.5397028072943355,43.502843331997525,0.795172174059561,
exponential_additive,GD,nonlinear,1,False,5000.0,,24,4.673146480968339,3.810825383548725,21.838298032586767,0.8971770402656869,
exponential_additive,GN,nonlinear,1,True,21.0,,24,4.680148395830449,3.820920030039074,21.903789006994327,0.8968686840094245,
exponential_additive,BFGS,nonlinear,1,True,20.0,,24,4.680148391122373,3.820920023483304,21.903788962925336,0.896868684216918,
exponential_additive,ZZU,zzu_hybrid,1,True,34.0,,24,4.753218429913742,3.9593337511908913,22.593085442471658,0.8936232159091023,log_smear
exponential_additive,identity,linearized_ols,2,,,,24,8.505886993720514,7.040938825765451,72.3501135499438,0.7858719744639705,
exponential_additive,log_no_smear,linearized_ols,2,,,,24,58.78426191481976,29.963923755660357,3455.5894488701288,-9.227192597823805,
exponential_additive,log_smear,linearized_ols,2,,,,24,1823.5790780250823,977.8418310427622,3325440.653810809,-9841.003091622026,
exponential_additive,reciprocal_no_smear,linearized_ols,2,,,,24,29.156043413257656,22.631658756949545,850.074867515765,-1.5158889738756187,
exponential_additive,reciprocal_smear,linearized_ols,2,,,,24,29.156032398273823,22.631649575163777,850.0742252091928,-1.5158870728994995,
exponential_additive,power_0.5_smear,linearized_ols,2,,,,24,5.59926336678328,4.698712048768345,31.35175025060123,0.9072110871861213,
exponential_additive,power_2_smear,linearized_ols,2,,,,24,13.289634789960337,11.341503459511602,176.61439285052413,0.47729050630692826,
exponential_additive,boxcox_no_smear,linearized_ols,2,,,,24,5.592849309969107,4.7954724574607015,31.279963404021913,0.9074235481618305,
exponential_additive,boxcox_smear,linearized_ols,2,,,,24,4.898380122803654,4.064784714883433,23.994127827477943,0.9289867705237217,
exponential_additive,yeojohnson_no_smear,linearized_ols,2,,,,24,6.184039159697911,5.272002278640371,38.24234032867725,0.8868176368402826,
exponential_additive,yeojohnson_smear,linearized_ols,2,,,,24,5.695725873216368,4.798687860132247,32.44129322282636,0.9039864663260839,
exponential_additive,GD,nonlinear,2,False,5000.0,,24,4.741139238245143,4.090915596266469,22.478401276427736,0.9334727280116096,
exponential_additive,GN,nonlinear,2,True,25.0,,24,4.7265276768387565,4.083650725130949,22.34006387992277,0.933882152573894,
exponential_additive,BFGS,nonlinear,2,True,19.0,,24,4.726527676447538,4.083650724913003,22.34006387622456,0.9338821525848392,
exponential_additive,ZZU,zzu_hybrid,2,True,12.0,,24,19.090014291214345,16.188722701496904,364.4286456387679,-0.07856619030087675,log_smear
exponential_additive,identity,linearized_ols,3,,,,24,8.568700803480501,6.171006925494993,73.4226334595674,0.7443364740114304,
exponential_additive,log_no_smear,linearized_ols,3,,,,24,19.618705116421896,11.413694074843265,384.89359044511866,-0.3402304960607063,
exponential_additive,log_smear,linearized_ols,3,,,,24,328.02867593589934,162.01854364843112,107602.81223625928,-373.6816626750033,
exponential_additive,reciprocal_no_smear,linearized_ols,3,,,,24,23.748977631671654,16.63817362089232,564.0139385496406,-0.9639419814015358,
exponential_additive,reciprocal_smear,linearized_ols,3,,,,24,23.74897104356968,16.63817577332776,564.013625628311,-0.9639408917842516,
exponential_additive,power_0.5_smear,linearized_ols,3,,,,24,6.796459812085969,5.013245934273783,46.19186597729964,0.8391562005978551,
exponential_additive,power_2_smear,linearized_ols,3,,,,24,15.891334029281321,14.432402150279671,252.5344972301945,0.1206545318048774,
exponential_additive,boxcox_no_smear,linearized_ols,3,,,,24,6.580183201054368,4.816980585831813,43.29881095943811,0.8492300512879521,
exponential_additive,boxcox_smear,linearized_ols,3,,,,24,6.472067213382175,4.87778942815367,41.88765401453651,0.8541438134789457,
exponential_additive,yeojohnson_no_smear,linearized_ols,3,,,,24,6.887348966648015,4.958969732710417,47.43557578838749,0.8348255028194325,
exponential_additive,yeojohnson_smear,linearized_ols,3,,,,24,6.8212962035767895,4.9998704242998855,46.530081896931115,0.8379785055127822,
exponential_additive,GD,nonlinear,3,False,5000.0,,24,4.999472791972951,4.497464208578682,24.99472819767782,0.912966342379108,
